id_establecimiento,descripcion,estado,fecha_alta,fecha_ultima_modificacion,id_usuario,id_localidad,id_direccion,id_tipo_establecimiento,id_jurisdiccion,cod_dominio,fecha_baja
287,IMAC,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
288,POLICLINICO DOCENTE,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
289,SANATORIO SAGRADO CORAZON,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
290,CLINICA DEL SOL,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
291,CLINICA BAZTERRICA,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
292,SANATORIO COLEGIALES,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
293,CLINICA ADVENTISTA BELGRANO,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
294,HOSPITAL SIRIO LIBANES,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
295,CLINICA DE LA ESPERANZA,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
296,CENTRO GALLEGO DE BUENOS AIRES,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
297,SANATORIO FINOCHIETTO,A,2021-01-14 00:00:00,2021-01-14 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
298,POLICLÍNICO DE UOM,A,2021-01-14 00:00:00,2021-01-14 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
299,CLINICA DEL PARQUE,A,2021-01-15 00:00:00,2021-01-15 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
300,IADT,A,2021-01-18 20:52:52,2021-01-18 20:52:55,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
301,GRUPO OMINT,A,2021-01-18 21:09:00,2021-01-18 21:09:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
302,USINA DEL ARTE,A,2021-02-03 10:03:51,2021-02-03 10:03:53,1,1.0,302,8,2,2.16.840.1.113883.2.10.27,
303,LA RURAL ,A,2021-02-03 10:05:28,2021-02-03 10:05:30,1,1.0,303,8,2,2.16.840.1.113883.2.10.27,
304,ATSA SANIDAD,A,2021-02-03 10:05:28,2021-02-03 10:05:30,1,1.0,3,8,2,2.16.840.1.113883.2.10.27,
305,CLUB RIVER PLATE,A,2021-02-03 10:05:28,2021-02-03 10:05:30,1,1.0,305,8,2,2.16.840.1.113883.2.10.27,
308,POSTA SAN LORENZO (ESTADIO),A,2021-02-12 10:05:28,2021-02-12 10:05:30,1,1.0,308,2,2,2.16.840.1.113883.2.10.27,
309,HOSPITAL ALEMAN,A,2021-02-19 07:24:28,2021-02-19 07:24:30,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
310,HOSPITAL BRITANICO,A,2021-02-19 07:24:28,2021-02-19 07:24:30,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
311,INTERNATIONAL HEALTH SERVICE ARGENTINA,A,2021-02-19 07:24:28,2021-02-19 07:24:30,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
312,ASOCIACION MEDICOS MUNICIPALES C.A.B.A,A,2021-02-19 07:24:28,2021-02-19 07:24:30,1,1.0,3,8,2,2.16.840.1.113883.2.10.27,
332,GERIATRICO RESIDENCIA PARA MAYORES 12 DE OCTUBRE  12 DE OCTUBRE 1665,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
333,GERIATRICO INSTITUTO GERIATRICO 9 DE JULIO HUMBERTO 1º 953/57,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
334,GERIATRICO  ABUELA GRANDE BUCARELLI 1902 PB. PA. Y AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
335,GERIATRICO RESIDENCIA ACOYTE ACOYTE AV. 272/74 PB PI 1° EP.1,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
336,GERIATRICO ACTIVOS CONGRESO 3113/15,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
337,GERIATRICO AGAPE HONORIO PUEYRREDON AV. 958/60 PB. PI. PLANTA 1° Y 3°.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
338,GERIATRICO  AIRES DE EMUNA PERGAMINO 1044/48 PB. PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
339,GERIATRICO  RESIDENCIA ALEPH  ARENALES 2445/47,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
340,GERIATRICO  ALERIAN JUAN DOMINGO PERON TTE. 3850/54 PB.PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
341,GERIATRICO ALMA Y CIELO SANTO TOME 4878 P.B. P.A.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
342,GERIATRICO BONITOS TINOGASTA 4536/34,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
343,GERIATRICO ALTOS DEL BOTANICO  GURRUCHAGA 2462,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
344,GERIATRICO ALTOS DE URQUIZA ALTOLAGUIRRE 2372,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
345,GERIATRICO  ALTOS DEL BOULEVARD CENTRO PRO-VIDA S.A. SALVADOR MARIA CARRIL 3591  EMILIO LAMARCA 4135/7 (SALVADOR MARIA DEL CARRIL 3591),A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
346,GERIATRICO  ALTOS DEL BOULEVARD CENTRO PRO-VIDA S.A. SALVADOR MARIA DEL CARRIL 3601 SALVADOR MARIA DEL CARRIL 3601/05,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
347,"GERIATRICO ALTOS DE VALLESE FELIPE VALLESE N° 2337, PB, EP.",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
348,GERIATRICO ANA EVELINA EL YAR JULIAN ALVAREZ 1416 PB,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
469,"GERIATRICO ETERNA S.R.L RIESTRA AV. 5540 PB, PISO 1°",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
470,GERIATRICO RESIDENCIA FAMILY QUIRNO 52 PB. PI. 1º SOT. EP. TERRAZA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
471,"GERIATRICO ASOCIACION FEMENINA DE ASISTENCIA SOCIAL  DR. DARDER  JOSE BONIFACIO 2040/48/60/66 DIRECTORIO 2067/71 PB. PI. 1,2,3 SOT.",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
472,GERIATRICO FRONESIS PARAGUAY 2367 PI. 1º AL 4º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
473,"GERIATRICO FUNDACION DE LA COLECTIVIDAD JAPONESA PARA LA ATENCION DE NUESTROS MAYORES (AUNAR) NICASIO OROÑO 1236/38 PB, 1°, 2°, 3° PISO Y AZOTEA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
474,GERIATRICO  GALA PETIT HOTEL  BOGOTA 137,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
475,GERIATRICO RESIDENCIA GALIA  BLANCO ENCALADA 3260,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
476,GERIATRICO RESIDENCIA GARDENIA REPUBLICA DE ESLOVENIA 1867,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
477,"GERIATRICO  INSTITUTO GERIATRICO GAVILAN S.R.L , ANEXO BOYACA  BOYACA AV. 279/83 PB. PISO 1º AL 4º",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
478,"GERIATRICO INSTITUTO GERIATRICO GAVILAN S.R.L, ANEXO  CENTRAL  GAVILAN 772 PB PISOS 1º Y 2º",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
479,"GERIATRICO NONNI S.R.L  PAEZ N° 2315/17, SS, PB, PISOS 1°, 2° Y AZOTEA.",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
480,GERIATRICO LA POSADA PALESTINA 838/40 PB. PI. 1º 2º 3º Y AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
481,"GERIATRICO  INSTITUTO GERIATRICO GAVILAN S.R.L, ANEXO SAN PEDRO   SAN PEDRO 3958 PB.PI 1º AZOTEA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
482,GERIATRICO  INSTITUTO GEREIATRICO GENESIS  SARACHAGA 4467/69,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
483,GERIATRICO ANDREA DIRECTORIO AV. 2845,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
484,GERIATRICO  GERIATRICO CASA AZUL BOULOGNE SUR MER 954 PB. SS. EP. P1º Y 2º.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
485,GERIATRICO GERUSIA II JOSE PEDRO VARELA 3845/47 PB,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
486,GERIATRICO HOSTAL GERIATRICO LA LUISA S.A. ELEODORO LOBOS DR. 270 PB. PI ALTO TZA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
487,GERIATRICO NUEVO LUCERO  DIAZ VELEZ N° 3876 PB. PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
488,"GERIATRICO ESTABLECIMIENTO GERIATRICO NEUQUEN  GREGORIO ARAOZ ALFARO 258, PB PISOS 1, 2 Y 3°",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
489,GERIATRICO GERIATRICO PAYSANDU  PAYSANDU 1273/75/79 PB. PI. 1º TERRAZA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
490,GERIATRICO GERIATRICO PRIVADO HORNOS GRAL. 900/ 02 PB. PI 1°,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
491,GERIATRICO SAN JORGE  BACACAY 2585/87 PB. PA. EP 1º 2º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
492,GERIATRICO GERIATRICO SAN NICOLAS  TUYUTI 7220 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
493,GERIATRICO TACUARI TACUARI 1670,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
494,GERIATRICO  GERIFREN S.R.L FRENCH Nº 2826 PB. PISOS 1º Y 2º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
495,GERIATRICO GERILAND  33 ORIENTALES 78/80,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
496,GERIATRICO GERUSIA S.R.L. ESPINOSA 2230 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
497,"GERIATRICO INSTITUTO GORRITI  GORRITI 3868/74 SUB, PISOS 1°, 2°, 3°, 4° Y AZ.",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
498,GERIATRICO GRANNY'S HOUSE SRL DEAN FUNES 950 PB. PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
499,"GERIATRICO RESIDENCIA GERIATRICA AGOSTINA MAGARIÑOS CERVANTES, A. N° 5251/53 PB, PA, AZOTEA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
500,GERIATRICO  FINOCHIETTO 863 / PEREZ GALDOS BENITO AV. 81,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
501,GERIATRICO  HOGAR GERIATRICO COPAHUE BOEDO AV. 664,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
502,GERIATRICO HOGAR DE LOS ABUELOS  RAMIREZ DE VELASCO JUAN 646 PB. PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
503,GERIATRICO  HOGAR DEL CARMEN  ALBARIÑO 360,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
504,GERIATRICO EL HOGAR DEL SOL  WASHINGTON 2470,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
505,GERIATRICO HOGAR ENTRE AMIGOS 24 DE NOVIEMBRE 1421,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
506,GERIATRICO  ENTRE AMIGOS EMILIO CASTRO 6262,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
507,GERIATRICO HOGAR GALICIA  LOPE DE VEGA 1444,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
508,GERIATRICO  NUESTRA SEÑORA DE GUADALUPE JULIAN ALVAREZ 2215/35 PB PISOS 1° AL 6° AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
509,GERIATRICO HOGAR GUERREÑO OLIDEN 1361,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
510,GERIATRICO HOGAR LA FE  PIERES 1106 B. ESQ. SEVERO GARCIA DE ZEQUEIRA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
511,GERIATRICO HOGAR LOYOLA  LOYOLA 1545 PB PA Y AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
512,"GERIATRICO HOGAR MI CASITA ATENAS N° 2830 PB, PISO 1° Y 2°",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
513,GERIATRICO  MIS ABUELAS MANZONI 121 PB,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
514,GERIATRICO HOGAR MODELO VIDAL  VIDAL 2552/60,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
515,GERIATRICO  HOGAR OSIRIS DONATO ALVAREZ AV. N° 573,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
516,GERIATRICO HOGAR PARA MAYORES SAN PANTALEON CURAPALIGUE 1316 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
517,GERIATRICO  PEHUEN BAUNESS 2112/14 PB. PISO 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
518,"GERIATRICO HOGAR PEHUEN  FINOCHIETTO, ENRIQUE DR. 529 PB. PA. TERRAZA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
519,GERIATRICO HOGAR SAN NICOLAS  PIERES 238 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
520,GERIATRICO HOGARES CANADA S.R.L. FRANCISCO BILBAO 3533/35,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
521,GERIATRICO HOSTAL CRAMER CRAMER 2966/68 PB. PI. 1º2º3º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
522,GERIATRICO INST. GERIATRICO DR. AISEMBERG MAZA 456 PB. PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
523,"GERIATRICO INSTITUTO GERIATRICO CAFAYATE  CAFAYATE 1540/44 PB. PI. 1º,2,3, SOT",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
524,GERIATRICO INSTITUTO CAPDEVILA CAPDEVILA 2945/9,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
525,GERIATRICO DEL ROSARIO  HELGUERA 3458/60,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
526,GERIATRICO RESIDENCIA GERIATRICA TERRERO TERRERO 1475 PB PA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
527,"GERIATRICO HOGAR CASA GRANDE ARGERICH N° 46 PB, PA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
528,GERIATRICO EL SOLAR DE DON BOSCO CASTRO BARROS 93,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
529,"GERIATRICO INSTITUTO GERIATRICO HESSE BOGOTA 2450/52 PB. EP 1º. PISOS 1, 2, EP 2º",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
530,GERIATRICO INSTITUTO GERIATRICO MAZA S.H  MAZA 336 PU 342 PB. EP. PA. AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
531,GERIATRICO INSTITUTO GERIATRCO PRINCESS VENEZUELA 2142/48 PB. P P1° Y AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
532,GERIATRICO INSTITUTO GERIATRICO TIEMPO ESTRADA 231,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
533,GERIATRICO  INSTITUTO SAN ESTEBAN MANUEL UGARTE 2954,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
534,GERIATRICO  GALLARDO 140,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
535,GERIATRICO INTER GARDEN AVELLANEDA AV. 3967,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
536,GERIATRICO INTERPLAZA CABRERA 3078/80,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
537,GERIATRICO RESIDENCIA IRMA ALVAREZ THOMAS AV. 3291/93 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
538,GERIATRICO EL JARDIN DE LOS ABUELOS NUÑEZ 5346 PB. PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
539,GERIATRICO  RESIDENCIA JARDIN DEL SOL  FRANCO 3429/ 31 Y BAZURCO 3440 PB. PA. UF 1.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
540,GERIATRICO REMANSO SALVADOR MARIA DEL CARRIL AV. 4151/3,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
541,GERIATRICO JOHN - JOHN PEDRO GOYENA AV. 1663/ 65 PB. EP Y PI 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
542,GERIATRICO KFAR SABIN GANDARA 2465,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
543,GERIATRICO RESIDENCIA GERIATRICA LA AMISTAD  ESPINOSA N° 2511/15 PB Y PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
544,GERIATRICO LA ARBOLEDA  CIUDAD DE LA PAZ 368,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
545,GERIATRICO LA CANELA LACARRA 200/206 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
546,GERIATRICO HOGAR PARA MAYORES LA CASA DE AMANDA TANDIL 4870 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
547,GERIATRICO LA CASA DE MIS ABUELOS  MARIO BRAVO 651/55 PB. PI. 1º Y AZOTEA,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
548,GERIATRICO LA CASA DEL NONO BAUNESS 2316 PB. PI. 1º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
549,GERIATRICO LA CASA DEL SOL  CUENCA 1242 PB. SOTANO PI. 1º 2º 3º,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
550,GERIATRICO LA CASITA RUIZ DE LOS LLANOS 52 PB. PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
551,GERIATRICO LA ESPERANZA COLPAYO N° 481/83 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
552,"GERIATRICO LA FUENTE RESIDENCIA PARA ADULTOS MAYORES BARZANA N° 1845 PB, PA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
553,GERIATRICO  HOGAR LA FUENTE CARRASCO 933 PB. PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
554,"GERIATRICO GERIATRICO LAFUENTE LAFUENTE AV. 961/63 PB. PI. 1,2,3 AZOTEA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
555,GERIATRICO  LA FUENTE AZUL PEDRO I. RIVERA 5577/99 PB.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
556,GERIATRICO LA GRAN FAMILIA  LEZICA 4138/42,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
557,GERIATRICO LA MANSION AVELLANEDA 74/76,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
558,GERIATRICO LA MANSION DE LAS SIETE ESTRELLAS  SALVADOR MARIA DEL CARRIL 3796 JOAQUIN V GONZALEZ 4091,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
559,GERIATRICO  LA MIRAGE CIUDAD DE LA PAZ N° 948/950 PB P 1° AL 9°,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
560,GERIATRICO LA MISION HABANA 4321 PB. PA.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
561,"GERIATRICO LA NONA COBO, AV. 683/85 PB. PA.",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
562,GERIATRICO LA PAMPA 3119 S.R.L LA PAMPA 3119,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
563,GERIATRICO LA PERGOLA  JUAN B. JUSTO AV. N° 4868/70 PB. 1° Y 2°.,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
564,GERIATRICO LA POSADA  HONORIO PUEYRREDON 1388,A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
565,"GERIATRICO LA RECIPROCA S.A.  AMABILIS CRISOLOGO LARRALDE 2625 PB, PI 1 AL 6, SOT Y AZOT",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
566,"GERIATRICO LA SERRANA  SERRANO 625/27 PB. P1, AZOTEA",A,2021-02-18 00:00:00,2021-02-18 00:00:00,1,1.0,3,7,2,2.16.840.1.113883.2.10.27,
